"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","dropout","epochs","feature_extract","lr","models","seed","efficientnet_b3/lr","efficientnet_b3/train_acc","efficientnet_b3/train_loss","efficientnet_b3/val_acc","efficientnet_b3/val_auc_class_0","efficientnet_b3/val_auc_class_1","efficientnet_b3/val_auc_class_2","efficientnet_b3/val_auc_class_3","efficientnet_b3/val_auc_class_4","efficientnet_b3/val_auc_class_5","efficientnet_b3/val_auc_class_6","efficientnet_b3/val_auc_class_7","efficientnet_b3/val_bacc","efficientnet_b3/val_loss","efficientnet_b3/val_macro_f1","epoch","mobilenet_v2/lr","mobilenet_v2/train_acc","mobilenet_v2/train_loss","mobilenet_v2/val_acc","mobilenet_v2/val_auc_class_0","mobilenet_v2/val_auc_class_1","mobilenet_v2/val_auc_class_2","mobilenet_v2/val_auc_class_3","mobilenet_v2/val_auc_class_4","mobilenet_v2/val_auc_class_5","mobilenet_v2/val_auc_class_6","mobilenet_v2/val_auc_class_7","mobilenet_v2/val_bacc","mobilenet_v2/val_loss","mobilenet_v2/val_macro_f1","resnet50/lr","resnet50/train_acc","resnet50/train_loss","resnet50/val_acc","resnet50/val_auc_class_0","resnet50/val_auc_class_1","resnet50/val_auc_class_2","resnet50/val_auc_class_3","resnet50/val_auc_class_4","resnet50/val_auc_class_5","resnet50/val_auc_class_6","resnet50/val_auc_class_7","resnet50/val_bacc","resnet50/val_loss","resnet50/val_macro_f1"
"mild-armadillo-1","finished","-","","","2026-03-23T01:49:36.000Z","3207","","32","0.3","15","true","0.001","[""resnet50"",""mobilenet_v2"",""efficientnet_b3""]","42","0.001","52.61054086063956","1.3358310823936943","54.25300967041642","0.8951472386386795","0.9161323705546504","0.7434766682405446","0.8748534981064381","0.8077365000939825","0.8868829039505876","0.912878607131354","0.9595397039233542","0.5245959311406483","1.3114848260609608","0.3824342485629583","15","0.001","54.04658507698382","1.2801738304294623","55.77264653641208","0.9041127470959852","0.89779687888826","0.755072395582164","0.8672593183177197","0.8070096130608737","0.8823515239334462","0.88620909730755","0.9842441164738732","0.5260521133296341","1.31513926068192","0.3909469836209014","0.001","58.260955388866954","1.1643657802783351","62.22616933096507","0.9182978398206644","0.9154048583994874","0.8036968207106646","0.8882957942993821","0.8248700357133266","0.9023800115272768","0.91402680520596","0.9861595080943172","0.5622867047550284","1.2394629062721565","0.46086538642205"
