,val/sensitivity_SCC,val/precision_AK,val/auc_BKL,val/specificity_VASC,val/precision_SCC,val/recall_NV,val/acc,val/mel_sens_at_95spec,val/recall_DF,_step,val/specificity_NV,val/specificity_DF,val/f1_weighted,val/precision_BCC,val/recall_AK,val/f1_AK,val/sensitivity_MEL,val/sensitivity_NV,val/recall_BCC,val/sensitivity_DF,val/auc_VASC,val/specificity_SCC,val/auc_BCC,_runtime,val/f1_NV,val/recall_VASC,val/recall_SCC,val/recall_weighted,val/specificity_macro,val/sensitivity_AK,val/specificity_BCC,val/sensitivity_VASC,val/sensitivity_BKL,train/loss,val/specificity_BKL,epoch,val/auc_DF,val/specificity_AK,val/sensitivity_macro,val/auc_macro,val/precision_VASC,val/auc_AK,val/recall_BKL,val/f1_BKL,val/auc_MEL,val/specificity_MEL,val/sensitivity_BCC,val/bacc,val/precision_NV,val/precision_DF,val/f1_BCC,val/precision_BKL,val/recall_macro,val/auc_SCC,val/f1_DF,val/f1_MEL,val/precision_macro,val/f1_macro,val/recall_MEL,val/auc_NV,val/f1_SCC,_timestamp,val/f1_VASC,val/precision_MEL,val/precision_weighted,confusion_matrix/final,confusion_matrix/best
0,0.0,0.0,0.601063829787234,0.9215686274509803,0.0,0.1111111111111111,0.21568627450980393,0.18181818181818182,0.0,0,0.9166666666666666,0.9803921568627451,0.20832892653628957,0.3333333333333333,0.0,0.0,0.09090909090909091,0.1111111111111111,0.5714285714285714,0.0,NaN,0.9795918367346939,0.6883116883116883,1.264736635,0.18750000000000003,0.0,0.0,0.21568627450980393,0.8885410643948102,0.0,0.8181818181818182,0.0,0.75,2.0406024272625265,0.6595744680851063,1.0,NaN,0.8823529411764706,0.19043109668109667,0.6343018426655711,0.0,NaN,0.75,0.2608695652173913,0.4931818181818181,0.95,0.5714285714285714,0.3046897546897547,0.6,0.0,0.4210526315789474,0.15789473684210525,0.19043109668109667,0.8673469387755103,0.0,0.14285714285714288,0.1780701754385965,0.1265349174566852,0.09090909090909091,0.5216049382716049,0.0,1777560084.5951145,0.0,0.3333333333333333,0.4476780185758514,,
1,0.0,0.0,0.5957446808510638,0.9803921568627451,0.0,0.4074074074074074,0.35294117647058826,0.36363636363636365,0.0,1,0.8333333333333334,1.0,0.37523130464306936,0.3076923076923077,0.0,0.0,0.09090909090909091,0.4074074074074074,0.5714285714285714,0.0,NaN,1.0,0.7435064935064936,1.264736635,0.5238095238095238,0.0,0.0,0.35294117647058826,0.8992193129669663,0.0,0.7954545454545454,0.0,0.5,1.8001262958233173,0.6595744680851063,2.0,NaN,1.0,0.1962181337181337,0.6861250464796564,0.0,NaN,0.5,0.1818181818181818,0.6431818181818182,0.925,0.5714285714285714,0.3139490139490139,0.7333333333333333,0.0,0.4,0.1111111111111111,0.26162417829084494,0.8571428571428572,0.0,0.13333333333333333,0.23368945868945867,0.2064935064935065,0.09090909090909091,0.5910493827160493,0.0,1777560088.8350687,0.0,0.25,0.4931037372213842,,
2,0.0,0.0,0.6329787234042553,1.0,0.0,0.5925925925925926,0.47058823529411764,0.36363636363636365,0.0,2,0.75,1.0,0.4790716286514606,0.35714285714285715,0.0,0.0,0.18181818181818182,0.5925925925925926,0.7142857142857143,0.0,NaN,1.0,0.7694805194805194,1.264736635,0.6530612244897959,0.0,0.0,0.47058823529411764,0.9103360735009671,0.0,0.7954545454545454,0.0,0.25,1.6890572767991285,0.7872340425531915,3.0,NaN,1.0,0.21733706108706108,0.7310956187045347,0.0,NaN,0.25,0.13333333333333333,0.734090909090909,0.95,0.7142857142857143,0.34773929773929774,0.7272727272727273,0.0,0.4761904761904762,0.09090909090909091,0.34773929773929774,0.8877551020408164,0.0,0.26666666666666666,0.33506493506493507,0.3058503401360544,0.18181818181818182,0.6311728395061729,0.0,1777560093.1332123,0.0,0.5,0.5490196078431373,,
3,0.0,0.0,0.6276595744680851,1.0,0.0,0.5925925925925926,0.47058823529411764,0.45454545454545453,0.0,3,0.8333333333333334,1.0,0.496149287138023,0.35714285714285715,0.0,0.0,0.18181818181818182,0.5925925925925926,0.7142857142857143,0.0,NaN,1.0,0.8116883116883117,1.264736635,0.6808510638297872,0.0,0.0,0.47058823529411764,0.9158990167633785,0.0,0.7954545454545454,0.0,0.25,1.5897573370199938,0.723404255319149,4.0,NaN,1.0,0.21733706108706108,0.7224720646909096,0.0,NaN,0.25,0.11111111111111112,0.7568181818181818,0.975,0.7142857142857143,0.34773929773929774,0.8,0.0,0.4761904761904762,0.07142857142857142,0.34773929773929774,0.7448979591836735,0.0,0.28571428571428575,0.3790476190476191,0.31077338736913207,0.18181818181818182,0.6712962962962963,0.0,1777560097.4543962,0.0,0.6666666666666666,0.6219421101774043,,
4,0.0,0.0,0.5904255319148937,1.0,0.0,0.5185185185185185,0.43137254901960786,0.45454545454545453,0.0,4,0.8333333333333334,1.0,0.4391245493412676,0.3333333333333333,0.0,0.0,0.09090909090909091,0.5185185185185185,0.7142857142857143,0.0,NaN,1.0,0.8311688311688312,1.264736635,0.6222222222222222,0.0,0.0,0.43137254901960786,0.9099331076724693,0.0,0.7727272727272727,0.0,0.5,1.527058129127209,0.723404255319149,5.0,NaN,1.0,0.22796416546416548,0.7278718628364019,0.0,NaN,0.5,0.2105263157894737,0.7704545454545454,0.95,0.7142857142857143,0.36474266474266476,0.7777777777777778,0.0,0.4545454545454545,0.13333333333333333,0.36474266474266476,0.7142857142857143,0.0,0.14285714285714288,0.31555555555555553,0.28603022708285863,0.09090909090909091,0.7330246913580246,0.0,1777560101.6581707,0.0,0.3333333333333333,0.5398692810457517,,
5,0.0,0.0,0.5319148936170213,1.0,0.0,0.48148148148148145,0.39215686274509803,0.36363636363636365,0.0,5,0.875,1.0,0.4396578645552654,0.3076923076923077,0.0,0.0,0.18181818181818182,0.48148148148148145,0.5714285714285714,0.0,NaN,1.0,0.8181818181818181,1.264736635,0.6046511627906976,0.0,0.0,0.39215686274509803,0.9073440522243713,0.0,0.7954545454545454,0.0,0.25,1.3743651463435247,0.6382978723404256,6.0,NaN,1.0,0.18559102934102933,0.7047636104373692,0.0,NaN,0.25,0.0909090909090909,0.75,0.95,0.5714285714285714,0.29694564694564696,0.8125,0.0,0.4,0.05555555555555555,0.29694564694564696,0.6428571428571429,0.0,0.26666666666666666,0.3351495726495727,0.27244538407329105,0.18181818181818182,0.7808641975308642,0.0,1777560105.9321313,0.0,0.5,0.5845797720797721,,
6,0.0,0.0,0.5585106382978724,1.0,0.0,0.5185185185185185,0.37254901960784315,0.18181818181818182,0.0,6,0.8333333333333334,1.0,0.3972340627072085,0.36363636363636365,0.0,0.0,0.0,0.5185185185185185,0.5714285714285714,0.0,NaN,1.0,0.8441558441558442,1.264736635,0.6222222222222222,0.0,0.0,0.37254901960784315,0.9020329626047712,0.0,0.8409090909090909,0.0,0.25,1.3088834606684172,0.6170212765957447,7.0,NaN,1.0,0.16749338624338622,0.6354089235092275,0.0,NaN,0.25,0.08695652173913043,0.7090909090909091,0.925,0.5714285714285714,0.26798941798941794,0.7777777777777778,0.0,0.4444444444444444,0.05263157894736842,0.26798941798941794,0.25510204081632654,0.0,0.0,0.23880914407230197,0.23072463768115942,0.0,0.8101851851851851,0.0,1777560110.150472,0.0,0.0,0.46580354629890236,,
7,0.0,0.0,0.5372340425531915,1.0,0.0,0.5185185185185185,0.43137254901960786,0.18181818181818182,0.0,7,0.8333333333333334,1.0,0.4638286893704851,0.4166666666666667,0.0,0.0,0.18181818181818182,0.5185185185185185,0.7142857142857143,0.0,NaN,1.0,0.8506493506493507,1.264736635,0.6222222222222222,0.0,0.0,0.43137254901960786,0.9102202800849546,0.0,0.8409090909090909,0.0,0.25,1.1741147866615882,0.7021276595744681,8.0,NaN,0.9803921568627451,0.20807780182780183,0.6382922241179586,0.0,NaN,0.25,0.10526315789473685,0.725,0.925,0.7142857142857143,0.33292448292448296,0.7777777777777778,0.0,0.5263157894736842,0.06666666666666667,0.2774370691037358,0.2653061224489796,0.0,0.25000000000000006,0.27685185185185185,0.25063352826510715,0.18181818181818182,0.8132716049382717,0.0,1777560114.3514981,0.0,0.4,0.5604575163398693,,
8,0.0,0.0,0.5319148936170213,1.0,0.0,0.48148148148148145,0.39215686274509803,0.2727272727272727,0.0,8,0.8333333333333334,1.0,0.4235173867526808,0.45454545454545453,0.0,0.0,0.09090909090909091,0.48148148148148145,0.7142857142857143,0.0,NaN,1.0,0.8538961038961039,1.264736635,0.5909090909090909,0.0,0.0,0.39215686274509803,0.9046170402396936,0.0,0.8636363636363636,0.0,0.25,1.0937468730486357,0.6595744680851063,9.0,NaN,0.9803921568627451,0.19208453583453583,0.6481661162208274,0.0,NaN,0.25,0.09523809523809523,0.6886363636363636,0.9,0.7142857142857143,0.30733525733525735,0.7647058823529411,0.0,0.5555555555555556,0.058823529411764705,0.2561127144460478,0.3469387755102041,0.0,0.12500000000000003,0.2463458110516934,0.22778379028379034,0.09090909090909091,0.8194444444444444,0.0,1777560118.5871196,0.0,0.2,0.514983747509699,,
9,0.0,0.0,0.5478723404255319,1.0,0.0,0.48148148148148145,0.43137254901960786,0.2727272727272727,0.0,9,0.875,1.0,0.45864859747788683,0.46153846153846156,0.0,0.0,0.18181818181818182,0.48148148148148145,0.8571428571428571,0.0,NaN,1.0,0.8668831168831169,1.264736635,0.6046511627906976,0.0,0.0,0.43137254901960786,0.9116295938104448,0.0,0.8409090909090909,0.0,0.25,1.0875891813865075,0.7021276595744681,10.0,NaN,1.0,0.22130531505531503,0.6456214457987508,0.0,NaN,0.25,0.10526315789473685,0.7159090909090909,0.875,0.8571428571428571,0.35408850408850406,0.8125,0.0,0.6,0.06666666666666667,0.35408850408850406,0.2857142857142857,0.0,0.2222222222222222,0.32528388278388276,0.30642730858153133,0.18181818181818182,0.8117283950617283,0.0,1777560122.7343729,0.0,0.2857142857142857,0.5603488831430008,,
