,resnet50/val_auc_class_5,resnet50/val_auc_class_0,resnet50/val_auc_class_3,_step,resnet50/val_bacc,resnet50/val_acc,resnet50/val_macro_f1,_runtime,resnet50/val_loss,resnet50/val_auc_class_4,resnet50/val_auc_class_7,resnet50/val_auc_class_2,resnet50/train_loss,epoch,resnet50/train_acc,resnet50/val_auc_class_6,resnet50/val_auc_class_1,_timestamp,resnet50/conf_matrix
10,0.9180450840748648,0.9398685662046956,0.9668634190077705,10,0.6225707994896791,68.16656798894809,0.5143306232511451,1173.89444186,1.045629303410368,0.8510890025700494,0.9759280107577321,0.8465903419932482,1.0339063379196713,6.0,63.876825898144496,0.920275119425089,0.950673139003802,1776981402.0615094,
11,,,,11,,,,1174.074163368,,,,,,,,,,1776981402.2414956,"{'width': 1000, '_type': 'image-file', 'format': 'png', 'height': 800, 'path': 'media/images/resnet50/conf_matrix_11_241bda6dc8482a56ce8c.png', 'sha256': '241bda6dc8482a56ce8c5911d8b57fed97f6b0bba01bdc089f0c20756945fd27', 'size': 46633}"
12,0.9204476460596238,0.9432890574987421,0.9717407186026434,12,0.6537804847451849,67.83106374580619,0.533264244693377,1363.729796607,0.9805818910493791,0.8510836881588543,0.9777730869062138,0.8430966010358348,0.9756606594903235,7.0,65.08093170153968,0.9335074514188052,0.9556390977443611,1776981591.89695,
13,,,,13,,,,1363.923087521,,,,,,,,,,1776981592.090403,"{'_type': 'image-file', 'format': 'png', 'height': 800, 'path': 'media/images/resnet50/conf_matrix_13_2f799ea2d6557fc94e60.png', 'sha256': '2f799ea2d6557fc94e602de1e2c72a2cec775bbcd638e49fa428d558366875d0', 'size': 45680, 'width': 1000}"
14,0.9210671040533591,0.9442374879231616,0.9804451417945141,14,0.6680948501394897,68.3047167949477,0.5450305537111981,1551.998171846,0.9430267233518684,0.8545114833797103,0.9764987334646779,0.8373106036778427,0.9312388867797912,8.0,66.46762731938414,0.937105463517121,0.9546388688668515,1776981780.1651719,
15,,,,15,,,,1552.186135977,,,,,,,,,,1776981780.3534715,"{'width': 1000, '_type': 'image-file', 'format': 'png', 'height': 800, 'path': 'media/images/resnet50/conf_matrix_15_9b1cbb23b7973b57ce0f.png', 'sha256': '9b1cbb23b7973b57ce0fe99bdd7497c6e7e95b18a32ff129eb7c432b0a1385b5', 'size': 45922}"
16,0.9258067758575013,0.9475221516968991,0.9778383808195524,16,0.6674897031132883,70.75192421551213,0.5738868353710904,1740.269557296,0.9209060039160386,0.866642424094265,0.9818463270475655,0.8650743326833156,0.8836705077803849,9.0,67.27200947493091,0.9393012146503342,0.9605585977665654,1776981968.4366581,
17,,,,17,,,,1740.447212949,,,,,,,,,,1776981968.6145506,"{'height': 800, 'path': 'media/images/resnet50/conf_matrix_17_22387e99cc924bfcbb1a.png', 'sha256': '22387e99cc924bfcbb1a81662132a18d2f8469faf43cd7f8856eef1fed0639fd', 'size': 45902, 'width': 1000, '_type': 'image-file', 'format': 'png'}"
18,0.9271790895915473,0.9524521001296857,0.9799179783489407,18,0.6842704066964005,70.25853562265641,0.5890327366868986,1928.902460115,0.8874040320984222,0.8717062608015407,0.9811270600744285,0.8711341762596717,0.844931945157728,10.0,68.05171733122779,0.9523022458663017,0.9619294715662396,1776982157.0694928,
19,,,,19,,,,1929.094585748,,,,,,,,,,1776982157.2619221,"{'sha256': '3debe0dc744524cc4070c885ba6caa2727cb905cc46edddbd90dc0a15fc14a0a', 'size': 45263, 'width': 1000, '_type': 'image-file', 'format': 'png', 'height': 800, 'path': 'media/images/resnet50/conf_matrix_19_3debe0dc744524cc4070.png'}"
20,0.9287691096947124,0.9543855753535648,0.9830768081291095,20,0.6843846582091988,71.04795737122558,0.5947766050347687,2117.426733579,0.888443186972876,0.8705354960152544,0.982569503080339,0.8685332662347193,0.8129393052227489,11.0,68.83636004737465,0.9421892618613931,0.9632200674334633,1776982345.593851,
21,,,,21,,,,2117.616165672,,,,,,,,,,1776982345.783504,"{'width': 1000, '_type': 'image-file', 'format': 'png', 'height': 800, 'path': 'media/images/resnet50/conf_matrix_21_420c7827464511abec74.png', 'sha256': '420c7827464511abec74d4f7687cee4f1922d5f5b5d42a6afe30daede395950a', 'size': 45575}"
22,0.9311559319920835,0.9583765422329099,0.9808104204024707,22,0.688118323286494,72.35050325636472,0.6150040209112146,2305.815446857,0.8701535916928226,0.8794405891343674,0.9800051599587203,0.8825480698664316,0.7612965607116651,12.0,69.70983024082116,0.9505658837777843,0.9660899181165088,1776982533.982472,
23,,,,23,,,,2306.170806541,,,,,,,,,,1776982534.3381464,"{'path': 'media/images/resnet50/conf_matrix_23_31eab43ceda3ab90b194.png', 'sha256': '31eab43ceda3ab90b1941ddef9a8098bd470de509157562e964032252b6d66d5', 'size': 45643, 'width': 1000, '_type': 'image-file', 'format': 'png', 'height': 800}"
24,0.9321484673284608,0.9575981914860948,0.9832511456465431,24,0.6938019628995027,72.50838760607854,0.6104923597048836,2492.361993018,0.8403509466340707,0.8833472128039046,0.9811817869093411,0.8810043823782265,0.7440666210153125,13.0,70.99289380181602,0.9591497126409088,0.9667967055302956,1776982720.5290256,
25,,,,25,,,,2492.542353776,,,,,,,,,,1776982720.7096949,"{'path': 'media/images/resnet50/conf_matrix_25_6967742b63e2d95e29bd.png', 'sha256': '6967742b63e2d95e29bd315a7fa05cedf4704dc58c46f83236ce616b4d8ebc1d', 'size': 46163, 'width': 1000, '_type': 'image-file', 'format': 'png', 'height': 800}"
26,0.9328110925836463,0.9599190704200732,0.9884397622368333,26,0.6965916882604035,72.84389184922044,0.6139976784538663,2679.372165635,0.8392257582653994,0.8816035544907839,0.9793992557150453,0.8826449434903859,0.7055873676711453,14.0,71.5998815633636,0.9473887105945394,0.9680907174797511,1776982907.5393007,
27,,,,27,,,,2679.561150878,,,,,,,,,,1776982907.728492,"{'path': 'media/images/resnet50/conf_matrix_27_0ed68e1736433780c657.png', 'sha256': '0ed68e1736433780c65766c97c29e52790d3f4b123c6295ac1211265683fbd69', 'size': 45650, 'width': 1000, '_type': 'image-file', 'format': 'png', 'height': 800}"
28,0.9348993283361124,0.9555867630766469,0.9788844059241548,28,0.7097782714856891,72.42944543122162,0.635174659359867,2866.696210273,0.847635953493838,0.886781385318195,0.9788676236044657,0.8828785305403534,0.6665108787242546,15.0,72.41906829846032,0.9481532881654313,0.9655785306063888,1776983094.8633907,
29,,,,29,,,,2866.875402216,,,,,,,,,,1776983095.0427375,"{'format': 'png', 'height': 800, 'path': 'media/images/resnet50/conf_matrix_29_c0598bb5eae9dd7c0ccc.png', 'sha256': 'c0598bb5eae9dd7c0cccd525c4569e7e7001c3caa4a857322d49f4dc7f6035c9', 'size': 45193, 'width': 1000, '_type': 'image-file'}"
30,0.9357254281662484,0.9594596190687665,0.9827198313076974,30,0.7022795708425895,73.69252022893231,0.6382917423581942,3055.276555762,0.8490708451600945,0.8910823382984104,0.980716608812584,0.8890180537208278,0.6397798732628206,16.0,72.94709830240821,0.9470722782805356,0.9706787413786624,1776983283.4437373,
31,,,,31,,,,3055.459385513,,,,,,,,,,1776983283.6267238,"{'size': 45736, 'width': 1000, '_type': 'image-file', 'format': 'png', 'height': 800, 'path': 'media/images/resnet50/conf_matrix_31_e2122435685ea7e62370.png', 'sha256': 'e2122435685ea7e6237093e8060823184203ac76ee4a29f830914bbcd9acf121'}"
32,0.9356576384235379,0.9612773456231648,0.9886597595802616,32,0.7084887571802052,74.42273534635879,0.6372442684054281,3243.385959072,0.8275072422792327,0.8959888684343108,0.9934210526315789,0.8971839550439286,0.6156233445703043,17.0,74.03770232925385,0.9526251032019095,0.9692877126938201,1776983471.5530946,
33,,,,33,,,,3243.565109806,,,,,,,,,,1776983471.7324505,"{'width': 1000, '_type': 'image-file', 'format': 'png', 'height': 800, 'path': 'media/images/resnet50/conf_matrix_33_bbb02f1402979303603d.png', 'sha256': 'bbb02f1402979303603d5e2b29307af10e9b5f052c39f133465d17547adffea6', 'size': 45551}"
34,0.9370818463744175,0.9615513628815275,0.9870326094175466,34,0.7258738426704182,73.94908229721729,0.6596895532353803,3430.060916004,0.821889469364904,0.8943841819739422,0.9849735747568565,0.8849153928414165,0.5873522974480214,18.0,74.04263718910383,0.9503329767446344,0.9679511705205768,1776983658.2279568,
35,,,,35,,,,3430.249893757,,,,,,,,,,1776983658.4172328,"{'size': 44187, 'width': 1000, '_type': 'image-file', 'format': 'png', 'height': 800, 'path': 'media/images/resnet50/conf_matrix_35_14fdb7f78222fbc6a8dd.png', 'sha256': '14fdb7f78222fbc6a8dd04339844a7152d44ea2b02c218ff6a67fb084f3bbcc0'}"
36,0.9391308108276581,0.9663265860520491,0.9914242544995683,36,0.7227868064966216,75.66607460035524,0.6630250629414127,3618.717315991,0.7848133285465481,0.9003275537340114,0.989766081871345,0.9050953010001888,0.5476960275404461,19.0,75.88827477299645,0.9593761946524545,0.9693860958620996,1776983846.8843617,
37,,,,37,,,,3618.905843467,,,,,,,,,,1776983847.0731833,"{'_type': 'image-file', 'format': 'png', 'height': 800, 'path': 'media/images/resnet50/conf_matrix_37_a9185234b94337b235e8.png', 'sha256': 'a9185234b94337b235e84ffa2759d9a0eb350b89bd6b1bb3035180a77fedc9ad', 'size': 45492, 'width': 1000}"
38,0.939492200283626,0.9645690960501357,0.9909095437338115,38,0.7224499136313173,75.42924807578449,0.6615520374833166,3806.162538277,0.8180443046134223,0.9007960190808618,0.9945429527472871,0.9045606089199217,0.544463523402105,20.0,75.81918673509672,0.9465454265089966,0.9713407781152108,1776984034.329568,
39,,,,39,,,,3806.34103279,,,,,,,,,,1776984034.5083728,"{'_type': 'image-file', 'format': 'png', 'height': 800, 'path': 'media/images/resnet50/conf_matrix_39_318abe66351a12ed5219.png', 'sha256': '318abe66351a12ed52190cf9ef5d49c591fe7541ae34bd30dcc1c2c3bfe89b9c', 'size': 45716, 'width': 1000}"
40,0.9402932101170347,0.966228554015652,0.9878295809258152,40,0.7273231538282336,75.86343003749754,0.6771522271375041,3995.627378585,0.8252255246980386,0.9016678482374223,0.9939331394439753,0.9075628525298274,0.5179283821526386,21.0,76.32254243979472,0.9473051853136857,0.9703111709305066,1776984223.7944174,
41,,,,41,,,,3995.812228727,,,,,,,,,,1776984223.9795687,"{'_type': 'image-file', 'format': 'png', 'height': 800, 'path': 'media/images/resnet50/conf_matrix_41_9cc930ff09cb02ee2db5.png', 'sha256': '9cc930ff09cb02ee2db5b7c1ad6107b205f4d405fb6becce500aa6920e1c2fa9', 'size': 45867, 'width': 1000}"
42,0.9401802272125169,0.9667919429477169,0.9887095702995284,42,0.730130645508717,74.44247089007303,0.6612995856517259,4182.640660888,0.8103451442512326,0.900701156841029,0.9928151483879039,0.8988303872848127,0.5094508129268979,22.0,76.63343861034346,0.9530957360344124,0.9688658265381764,1776984410.8077476,
43,,,,43,,,,4182.819756456,,,,,,,,,,1776984410.9870949,"{'path': 'media/images/resnet50/conf_matrix_43_60a619c9e467c01f0e0d.png', 'sha256': '60a619c9e467c01f0e0db138729922848201016f1bf7622effee7e028ff44ffb', 'size': 45537, 'width': 1000, '_type': 'image-file', 'format': 'png', 'height': 800}"
44,0.9418107653228194,0.9599899369524084,0.9887303247658896,44,0.7346208466144747,76.11999210578252,0.6851170843978625,4369.40086041,0.8224475399690604,0.9058534784947037,0.995344309972793,0.9066649892013167,0.4736875705773522,23.0,77.3736675878405,0.9510541854196984,0.9738239282896018,1776984597.5679936,
45,,,,45,,,,4369.587483047,,,,,,,,,,1776984597.7548072,"{'sha256': 'f74c038a2d477128632759378877070b7e3c47c90b9b5d4cd9ee10a28d431b2a', 'size': 44553, 'width': 1000, '_type': 'image-file', 'format': 'png', 'height': 800, 'path': 'media/images/resnet50/conf_matrix_45_f74c038a2d4771286327.png'}"
46,0.9416421480777323,0.9597513529602132,0.9896310686059641,46,0.7381444591937532,76.06078547463983,0.6817702296102582,4557.133435896,0.8090125069303332,0.9052973253631338,0.9942106826781749,0.9068872533601728,0.4523975020891484,24.0,77.98065534938807,0.9536643504463783,0.9720243361698203,1776984785.3005586,
47,,,,47,,,,4557.320680843,,,,,,,,,,1776984785.487999,"{'format': 'png', 'height': 800, 'path': 'media/images/resnet50/conf_matrix_47_48baf2ae0ce6bc47ef50.png', 'sha256': '48baf2ae0ce6bc47ef50bb5811ad692130c0e6171882aa36b0844285391d99f8', 'size': 45491, 'width': 1000, '_type': 'image-file'}"
48,0.9427727563153547,0.9617415214099606,0.9902163445573486,48,0.741921329390854,76.73179396092362,0.6995486828345189,4745.120615997,0.8223101963412087,0.9052824450117873,0.9944569534352816,0.916537292151559,0.4394902945128901,25.0,78.66660086853534,0.9488680718188915,0.974353079427328,1776984973.287631,
49,,,,49,,,,4745.298001452,,,,,,,,,,1776984973.4653387,"{'path': 'media/images/resnet50/conf_matrix_49_e0852f0b96cc02496b5b.png', 'sha256': 'e0852f0b96cc02496b5b2fa5fc6f639287be40752179c68070664a6169c40e65', 'size': 44735, 'width': 1000, '_type': 'image-file', 'format': 'png', 'height': 800}"
50,0.9426786298680048,0.9605361998058257,0.9923997144185429,50,0.73438064352197,75.86343003749754,0.690216580951627,4931.390763869,0.8253106079386465,0.9064619785765456,0.9926978765988054,0.9142999727411882,0.4213396447478597,26.0,78.96762731938414,0.9558938329430132,0.9729005612623108,1776985159.5579052,
51,,,,51,,,,4931.578110178,,,,,,,,,,1776985159.7454493,"{'path': 'media/images/resnet50/conf_matrix_51_0d87b1f580ce4091b12d.png', 'sha256': '0d87b1f580ce4091b12d4b3f377c73dbf99b0377e9d0886db710ee717661c7f7', 'size': 45980, 'width': 1000, '_type': 'image-file', 'format': 'png', 'height': 800}"
52,0.9437107481805855,0.9607529332838842,0.9933129109384338,52,0.7396256621325891,76.39628971778173,0.6806801413525062,5118.864292526,0.8149222560554931,0.9068884600749545,0.9932295087093849,0.9168132352016103,0.42405256043755296,27.0,79.47098302408212,0.9444685382754598,0.9720574721674701,1776985347.031476,
53,,,,53,,,,5119.053373681,,,,,,,,,,1776985347.2207108,"{'width': 1000, '_type': 'image-file', 'format': 'png', 'height': 800, 'path': 'media/images/resnet50/conf_matrix_53_8295cb3264cd14c9e2b6.png', 'sha256': '8295cb3264cd14c9e2b659e57d8d3419003cd9ccde2e398308714f57d65330c5', 'size': 44863}"
54,0.9434992753510262,0.9563840115654181,0.9928438599986718,54,0.7452537376914986,76.19893428063943,0.6986043376171232,5307.364479209,0.8373820760621214,0.9073075013976901,0.990575257216124,0.9107865215659139,0.3900616420932373,28.0,79.90525069088038,0.9534153808592181,0.9715187559994943,1776985535.5314834,
55,,,,55,,,,5307.746730228,,,,,,,,,,1776985535.9140644,"{'size': 44343, 'width': 1000, '_type': 'image-file', 'format': 'png', 'height': 800, 'path': 'media/images/resnet50/conf_matrix_55_c71d01dca44373c93100.png', 'sha256': 'c71d01dca44373c93100e3ee405bd065b3b0fac95deeead4fcb90b28d54ca0e2'}"
56,0.9456492231451324,0.9604269472351421,0.9918517965066082,56,0.7421939363937727,77.48174462206434,0.7119407832132013,5494.662544816,0.8375828524805465,0.9104993367614828,0.9906729837070394,0.9178096496194251,0.383777112426818,29.0,80.5270430319779,0.9563050343256779,0.973215865652318,1776985722.8296394,
57,,,,57,,,,5494.849729728,,,,,,,,,,1776985723.0170681,"{'sha256': '3d06ec1a02c4054e4f8f10f5a0c4c7d6692ed284e51745e89b3ee7c4c3958831', 'size': 44548, 'width': 1000, '_type': 'image-file', 'format': 'png', 'height': 800, 'path': 'media/images/resnet50/conf_matrix_57_3d06ec1a02c4054e4f8f.png'}"
58,0.9479749567548194,0.964076573650406,0.9907061499634722,58,0.7509900633933002,77.50148016577857,0.7029372264686046,5681.270419597,0.8012351818242163,0.9118715177320644,0.9943748631829128,0.9194950829296933,0.3676744480308862,30.0,80.87248322147651,0.9628553438510937,0.9753792705298001,1776985909.437587,
59,,,,59,,,,5681.461168451,,,,,,,,,,1776985909.6285083,"{'format': 'png', 'height': 800, 'path': 'media/images/resnet50/conf_matrix_59_0416346e84df34803374.png', 'sha256': '0416346e84df34803374876ab39defacf0c606b173382674b1153bba5f51dcfe', 'size': 43993, 'width': 1000, '_type': 'image-file'}"
60,0.9486916579656843,0.9598517472143547,0.9916317991631798,60,0.7490787236440108,78.03433984606276,0.7220755098974045,5870.551415113,0.8119785681179484,0.9125945433751614,0.9950315852018637,0.9199333207523432,0.3562106312214388,31.0,81.30675088827478,0.9619799346575304,0.9761885404105448,1776986098.7184858,
61,,,,61,,,,5870.73925165,,,,,,,,,,1776986098.9065938,"{'_type': 'image-file', 'format': 'png', 'height': 800, 'path': 'media/images/resnet50/conf_matrix_61_b41f3cd1a101a8a07e75.png', 'sha256': 'b41f3cd1a101a8a07e75fca395a768555b64e757f0565b8e8b49ee8daac113c7', 'size': 44886, 'width': 1000}"
62,0.948105081893126,0.958637567293678,0.994242711031414,62,0.7472572415214682,78.6658772449181,0.7249714102540685,6060.514048738,0.8202760688163949,0.9119706315008536,0.993319417081027,0.9226961061835567,0.35442901712956865,32.0,81.61764705882354,0.9640921605098897,0.9772420601708725,1776986288.6811993,
63,,,,63,,,,6060.69423913,,,,,,,,,,1776986288.8615787,"{'path': 'media/images/resnet50/conf_matrix_63_4e6e02b0669493184da3.png', 'sha256': '4e6e02b0669493184da3f9f06ca141ecb4a8d850b3f26b0314f5be82352eb540', 'size': 44943, 'width': 1000, '_type': 'image-file', 'format': 'png', 'height': 800}"
64,0.9467092365472425,0.9538670685586456,0.9949691173540546,64,0.7442012357201433,77.63962897177817,0.7153119298512897,6250.406439385,0.8349144702437539,0.9115550445453947,0.9947892235043938,0.9139045102849594,0.3234707793391277,33.0,82.5503355704698,0.9476794428221266,0.9782511708621849,1776986478.5736613,
65,,,,65,,,,6250.58487594,,,,,,,,,,1776986478.7522128,"{'width': 1000, '_type': 'image-file', 'format': 'png', 'height': 800, 'path': 'media/images/resnet50/conf_matrix_65_c587c164127ef005241c.png', 'sha256': 'c587c164127ef005241c36376b37034c3d5267cc5bb0b81f84032c5dc8469bfe', 'size': 44886}"
66,0.9478914273247205,0.9631033399396689,0.9945623298133759,66,0.7474818731803281,78.48825735149003,0.7297326695366844,6439.828358366,0.8293859375722753,0.9153721203862939,0.9941989554992651,0.927675242708268,0.31429869306717384,34.0,82.79214370311882,0.959019605953425,0.9773599150078741,1776986667.995523,
67,,,,67,,,,6440.019235579,,,,,,,,,,1776986668.1865768,"{'sha256': 'dfcb8e1bf6c38f7f688a676f6d698b93faaa02569be77687c1b747611ccd68d9', 'size': 44368, 'width': 1000, '_type': 'image-file', 'format': 'png', 'height': 800, 'path': 'media/images/resnet50/conf_matrix_67_dfcb8e1bf6c38f7f688a.png'}"
68,0.9499841823933677,0.9561879474926239,0.9943340306834031,68,0.7523121755616597,78.17248865206237,0.7270073490758162,6628.909256091,0.8074589853391707,0.9182961094258523,0.9958133971291867,0.923925268918664,0.3131111417529805,35.0,82.86616660086854,0.9583112473215691,0.9793268951570202,1776986857.0763874,
69,,,,69,,,,6629.097377258,,,,,,,,,,1776986857.264722,"{'format': 'png', 'height': 800, 'path': 'media/images/resnet50/conf_matrix_69_daf70ec541e42fadde64.png', 'sha256': 'daf70ec541e42fadde647a14c1bc3d94ed3038aea7ec166c0c28a98e58c9f2b3', 'size': 45144, 'width': 1000, '_type': 'image-file'}"
70,0.9506820271470647,0.9636608233273727,0.9955751477718005,70,0.7553727889228739,78.44878626406158,0.738054691287078,6817.21346544,0.8277133081881505,0.9173937224049199,0.9959384870375583,0.9254182130800361,0.2937956977435843,36.0,83.38926174496645,0.955166199246345,0.9790727386389646,1776987045.3806062,
71,,,,71,,,,6817.39084126,,,,,,,,,,1776987045.558182,"{'_type': 'image-file', 'format': 'png', 'height': 800, 'path': 'media/images/resnet50/conf_matrix_71_5bf4709f1d8af8a621b2.png', 'sha256': '5bf4709f1d8af8a621b23aebb0b6b15c7350484ac529d7b8d8b2684289c0c6e2', 'size': 44301, 'width': 1000}"
72,0.9512530193707243,0.9581107927366529,0.9961687255097297,72,0.7572872472110088,79.02111703177422,0.7371789351518603,7006.446268456,0.833499403494709,0.9192056709018981,0.994058229352347,0.9267807343104569,0.2857329378709526,37.0,83.71496249506514,0.9566021915748691,0.9777466155165286,1776987234.6133335,
73,,,,73,,,,7006.633607653,,,,,,,,,,1776987234.8009486,"{'format': 'png', 'height': 800, 'path': 'media/images/resnet50/conf_matrix_73_d66ea0f881f95435fd90.png', 'sha256': 'd66ea0f881f95435fd9050561e38d3932d0fbd63dbdf47f6bca3fd6f4c7d33bf', 'size': 44694, 'width': 1000, '_type': 'image-file'}"
74,0.9501828764668298,0.9547387269063687,0.99538835757455,74,0.7663368268438353,78.96191040063154,0.7319282103861252,7193.644583465,0.827627772336486,0.9196454384282947,0.9955514901335336,0.9243643454739887,0.27492160927680576,38.0,83.96170548756416,0.9547839104608989,0.9764929133374098,1776987421.8116276,
75,,,,75,,,,7193.822593832,,,,,,,,,,1776987421.9899337,"{'sha256': 'b667eeafd04aae4d5581774c2026d64cc1a2555cdbd90851da93b2bccea8ee64', 'size': 44651, 'width': 1000, '_type': 'image-file', 'format': 'png', 'height': 800, 'path': 'media/images/resnet50/conf_matrix_75_b667eeafd04aae4d5581.png'}"
76,0.950865293210117,0.9597171008029178,0.9949027030616988,76,0.7669883190089393,78.92243931320309,0.7402488741198381,7380.639645668,0.8443108858927241,0.9191671414207333,0.9943162272883634,0.9300673082971631,0.26477742342319494,39.0,84.71180418476115,0.9577474516758063,0.9764495290930644,1776987608.8066711,
77,,,,77,,,,7380.825938761,,,,,,,,,,1776987608.9932811,"{'width': 1000, '_type': 'image-file', 'format': 'png', 'height': 800, 'path': 'media/images/resnet50/conf_matrix_77_1157e6db7b282df4b7ae.png', 'sha256': '1157e6db7b282df4b7ae1f0e1b1b5e7ce82e456c7a5625c905be2019839fb23d', 'size': 43570}"
78,0.9523671087285137,0.9519761132541674,0.9960400478182906,78,0.7531460804450643,79.33688573120189,0.736005290974364,7568.26005221,0.8507889489051681,0.9222635831035735,0.9953912186884324,0.9336709232349919,0.25818444060437873,40.0,85.21515988945914,0.964773212799928,0.9793938503687661,1776987796.427107,
79,,,,79,,,,7568.440980546,,,,,,,,,,1776987796.6083224,"{'sha256': '808a3f426198ea8bdf21553d653edf2fcad9b0dd76190109aa7d5fe69bcf9a1b', 'size': 44642, 'width': 1000, '_type': 'image-file', 'format': 'png', 'height': 800, 'path': 'media/images/resnet50/conf_matrix_79_808a3f426198ea8bdf21.png'}"
80,0.9514969066059935,0.9552997536206893,0.9955253370525338,80,0.7571328583422013,79.2776791000592,0.7391173858644977,7755.400873989,0.8643431057626346,0.9203626182190772,0.9932099634112019,0.9326917028370133,0.249931440397815,41.0,85.22996446900908,0.9586260733801717,0.9791062162448374,1776987983.5680451,
81,,,,81,,,,7755.587894188,,,,,,,,,,1776987983.7552376,"{'format': 'png', 'height': 800, 'path': 'media/images/resnet50/conf_matrix_81_1db0a92efdfdf748dffb.png', 'sha256': '1db0a92efdfdf748dffbf924de44725f0676678d2cc8b95eb9b632cbf6732162', 'size': 44088, 'width': 1000, '_type': 'image-file'}"
82,0.9515220745219655,0.953714705514125,0.9959279736999401,82,0.7594481452655665,80.40260509177028,0.7420623150110935,7942.878603685,0.8589958333931629,0.9208898078096335,0.9937572317603277,0.9341783565033235,0.24961885244053808,42.0,85.94058428740624,0.9622128416906801,0.9825714900609087,1776988171.0456338,
83,,,,83,,,,7943.055011023,,,,,,,,,,1776988171.222351,"{'height': 800, 'path': 'media/images/resnet50/conf_matrix_83_85848df0bb85c7f6b564.png', 'sha256': '85848df0bb85c7f6b5648c75656a69562ad01411e13e9cf9c0a2c0df847b7c38', 'size': 44091, 'width': 1000, '_type': 'image-file', 'format': 'png'}"
84,0.9534475369726816,0.962796251632883,0.9964717407186026,84,0.761844248235419,80.12630747977107,0.752437212979005,8129.686076337,0.8664622991433684,0.9234882891634905,0.9917284298089252,0.9363154473590406,0.23577553447782523,43.0,86.14291354125542,0.9618321591606351,0.9814528939340629,1776988357.8532712,
