,resnet50/val_auc_class_5,resnet50/val_auc_class_0,resnet50/val_auc_class_3,_step,resnet50/val_bacc,resnet50/val_acc,resnet50/val_macro_f1,_runtime,resnet50/val_loss,resnet50/val_auc_class_4,resnet50/val_auc_class_7,resnet50/val_auc_class_2,resnet50/train_loss,epoch,resnet50/train_acc,resnet50/val_auc_class_6,resnet50/val_auc_class_1,_timestamp,resnet50/conf_matrix
85,,,,85,,,,8129.876907283,,,,,,,,,,1776988358.0442448,"{'path': 'media/images/resnet50/conf_matrix_85_8f613f290a85e813ac81.png', 'sha256': '8f613f290a85e813ac812296e2923a5b6995f399fa4f96e65fa6f302ed1be090', 'size': 44479, 'width': 1000, '_type': 'image-file', 'format': 'png', 'height': 800}"
86,0.9534317972852935,0.9630785366533516,0.9962226871222687,86,0.7591706972885274,80.02762976119992,0.7420544236038946,8317.0682235,0.8433093737412549,0.9236025490041857,0.9920137911623979,0.9393587888700174,0.22575304905181803,44.0,86.78938018160284,0.9716528046825558,0.9782084698342859,1776988545.235355,
87,,,,87,,,,8317.445356887,,,,,,,,,,1776988545.6126983,"{'format': 'png', 'height': 800, 'path': 'media/images/resnet50/conf_matrix_87_f304fd759976348f2611.png', 'sha256': 'f304fd759976348f2611337aa7460977dd69710146703979230dea3742b9c8e6', 'size': 43731, 'width': 1000, '_type': 'image-file'}"
88,0.9528876092817405,0.953673366703596,0.995421564720728,88,0.7648541160508464,79.948687586343,0.7511892655627419,8503.363406376,0.8833675230355382,0.9212030923495862,0.9921388810707696,0.9334935312742445,0.21634108959241807,45.0,86.73509672325306,0.9662622115566863,0.9812880679663721,1776988731.5305712,
89,,,,89,,,,8503.540764857,,,,,,,,,,1776988731.7081022,"{'width': 1000, '_type': 'image-file', 'format': 'png', 'height': 800, 'path': 'media/images/resnet50/conf_matrix_89_d5e65fce53c7f20b251a.png', 'sha256': 'd5e65fce53c7f20b251a716fbe5708e23c0880789d34f2aab407723b7fd5b8b6', 'size': 44965}"
90,0.9536769312284747,0.960728129997567,0.9958864647672179,90,0.7564501133478817,79.948687586343,0.7534675987283866,8688.772769638,0.8730830086289711,0.9231973251505572,0.9885738186821779,0.9362655427648823,0.2055541877855168,46.0,87.36182392420055,0.962288335694529,0.9823812142805901,1776988916.9399288,
91,,,,91,,,,8688.962955704,,,,,,,,,,1776988917.1302974,"{'sha256': 'e68bfc0095585ea3b0ccec089f1e478f03e2d63934baef93bd9ee6389d077591', 'size': 44811, 'width': 1000, '_type': 'image-file', 'format': 'png', 'height': 800, 'path': 'media/images/resnet50/conf_matrix_91_e68bfc0095585ea3b0cc.png'}"
92,0.9529860992067821,0.9573501586229215,0.9942344092448695,92,0.7653925558186987,80.2841918294849,0.7608971008868082,8877.312165045,0.9032545772457273,0.9241762396926996,0.9943904994214592,0.9385267660564885,0.20162681397344412,47.0,87.64311093564943,0.9562986093040738,0.9818799042130542,1776989105.4792926,
93,,,,93,,,,8877.488653133,,,,,,,,,,1776989105.6559942,"{'path': 'media/images/resnet50/conf_matrix_93_8e0ce3d425d004d4ed57.png', 'sha256': '8e0ce3d425d004d4ed57a0fa885512d54d9a98a06c8c6c14d2fc6643ca842930', 'size': 44353, 'width': 1000, '_type': 'image-file', 'format': 'png', 'height': 800}"
94,0.9546457791145257,0.9547210102732848,0.9965755130504085,94,0.7578663356690503,80.26445628577068,0.737689146099899,9065.764589327,0.8741991090230972,0.9245838550313656,0.9951840385276918,0.9458702899918223,0.20335802231689074,48.0,87.96881168574812,0.9617454213689794,0.9825771265965914,1776989293.931619,
95,,,,95,,,,9065.954644427,,,,,,,,,,1776989294.12198,"{'width': 1000, '_type': 'image-file', 'format': 'png', 'height': 800, 'path': 'media/images/resnet50/conf_matrix_95_b0874885677a542186e7.png', 'sha256': 'b0874885677a542186e7d7e0e468aabcb2757ebaba6ebc4bd533b2df4d15bde3', 'size': 44688}"
96,0.95498613037448,0.9616104183251405,0.9943049744304975,96,0.7589907742834048,80.6789027037695,0.7534406684104662,9254.580252034,0.8912691075190808,0.9244358486795813,0.9952387653626044,0.9405057558029817,0.1876023853673638,49.0,88.2254243979471,0.953307761747349,0.9820262833366925,1776989482.747467,
97,,,,97,,,,9254.756721288,,,,,,,,,,1776989482.9240592,"{'size': 44579, 'width': 1000, '_type': 'image-file', 'format': 'png', 'height': 800, 'path': 'media/images/resnet50/conf_matrix_97_fea6ad26f778c5aa4cb6.png', 'sha256': 'fea6ad26f778c5aa4cb6d320c8dec21c732dbb0495c36b09c256b07bbda67305'}"
98,0.9542331187956803,0.9613966376192624,0.9956125058112506,98,0.7646320198864044,80.4223406354845,0.7605223560863332,9443.4651252,0.9032440601420477,0.9246255731592474,0.9949924946054977,0.9424969071732612,0.17919286839041143,50.0,88.45242795104619,0.965295245805264,0.9804415627892994,1776989671.632323,
99,,,,99,,,,9443.653206208,,,,,,,,,,1776989671.8205533,"{'size': 44065, 'width': 1000, '_type': 'image-file', 'format': 'png', 'height': 800, 'path': 'media/images/resnet50/conf_matrix_99_1a4afc4f78b0b6bb9dbc.png', 'sha256': '1a4afc4f78b0b6bb9dbcaab56e2416eb2f9e5793240a178f767802f7a732b0af'}"
