,val/sensitivity_SCC,val/precision_AK,val/auc_BKL,val/specificity_VASC,val/precision_SCC,val/recall_NV,val/acc,val/recall_DF,_step,val/specificity_NV,val/specificity_DF,val/f1_weighted,val/precision_BCC,val/recall_AK,val/f1_AK,val/sensitivity_MEL,val/sensitivity_NV,val/recall_BCC,val/sensitivity_DF,val/auc_VASC,val/specificity_SCC,val/auc_BCC,_runtime,val/f1_NV,val/recall_VASC,val/recall_SCC,val/recall_weighted,val/specificity_macro,val/sensitivity_AK,val/specificity_BCC,val/sensitivity_VASC,val/sensitivity_BKL,train/loss,val/specificity_BKL,epoch,val/auc_DF,val/specificity_AK,val/sensitivity_macro,val/auc_macro,val/precision_VASC,val/auc_AK,val/recall_BKL,val/f1_BKL,val/auc_MEL,val/specificity_MEL,val/sensitivity_BCC,val/bacc,val/precision_NV,val/precision_DF,val/f1_BCC,val/precision_BKL,val/recall_macro,val/auc_SCC,val/f1_DF,val/f1_MEL,val/precision_macro,val/f1_macro,val/recall_MEL,val/auc_NV,val/f1_SCC,_timestamp,val/f1_VASC,val/precision_MEL,val/precision_weighted,confusion_matrix/final,confusion_matrix/best
0,0.0,0.0,0.574468085106383,0.8823529411764706,0.0,0.0,0.0784313725490196,0.0,0,1.0,0.9607843137254902,0.04705882352941177,0.3333333333333333,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,NaN,0.9795918367346939,0.6525974025974026,0.79906907,0.0,0.0,0.0,0.0784313725490196,0.8803779248643364,0.0,0.9545454545454546,0.0,0.75,0.16962532007780212,0.6382978723404256,1.0,NaN,0.6274509803921569,0.11160714285714285,0.6268063956007219,0.0,NaN,0.75,0.24999999999999997,0.37500000000000006,1.0,0.14285714285714285,0.17857142857142855,0.0,0.0,0.2,0.15,0.11160714285714285,0.9285714285714286,0.0,0.0,0.06041666666666666,0.05625,0.0,0.6033950617283951,0.0,1776546789.4146776,0.0,0.0,0.05751633986928104,,
1,0.5,0.0,0.6702127659574468,0.9019607843137255,0.09090909090909091,0.0,0.09803921568627451,0.0,1,1.0,0.9411764705882353,0.07938958388785378,0.6666666666666666,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,NaN,0.7959183673469388,0.6461038961038961,0.79906907,0.0,0.0,0.5,0.09803921568627451,0.8828960186589143,0.0,0.9772727272727273,0.0,0.5,0.12761363607401457,0.7659574468085106,2.0,NaN,0.7058823529411765,0.1607142857142857,0.6508985279046069,0.0,NaN,0.5,0.23529411764705882,0.4022727272727272,0.975,0.2857142857142857,0.2571428571428571,0.0,0.0,0.4,0.15384615384615385,0.1607142857142857,0.8877551020408164,0.0,0.0,0.11392773892773893,0.0986425339366516,0.0,0.6481481481481481,0.15384615384615385,1776546793.2488701,0.0,0.0,0.10713469536998949,,
2,0.0,0.0,0.7127659574468086,0.803921568627451,0.0,0.0,0.0392156862745098,0.0,2,1.0,0.9607843137254902,0.05392156862745098,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,NaN,0.6938775510204082,0.607142857142857,0.79906907,0.0,0.0,0.0,0.0392156862745098,0.8771015587085899,0.0,1.0,0.0,0.25,0.10228605706316347,0.9361702127659575,3.0,NaN,0.6470588235294118,0.049107142857142856,0.6577728483756852,0.0,NaN,0.25,0.25,0.4204545454545455,0.975,0.14285714285714285,0.07857142857142857,0.0,0.0,0.25,0.25,0.049107142857142856,0.8571428571428572,0.0,0.0,0.15625,0.0625,0.0,0.691358024691358,0.0,1776546797.0855694,0.0,0.0,0.1568627450980392,,
3,0.0,0.0,0.7340425531914894,0.8431372549019608,0.0,0.0,0.058823529411764705,0.0,3,1.0,0.9215686274509803,0.065359477124183,0.5,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,NaN,0.7755102040816326,0.551948051948052,0.79906907,0.0,0.0,0.0,0.058823529411764705,0.8802367900738632,0.0,0.9772727272727273,0.0,0.5,0.08371745094728585,0.9361702127659575,4.0,NaN,0.5882352941176471,0.08035714285714285,0.6566419928527324,0.0,NaN,0.5,0.4444444444444445,0.4681818181818182,1.0,0.14285714285714285,0.12857142857142856,0.0,0.0,0.22222222222222224,0.4,0.08035714285714285,0.8469387755102041,0.0,0.0,0.1125,0.08333333333333333,0.0,0.6820987654320987,0.0,1776546800.8616397,0.0,0.0,0.09999999999999999,,
4,0.0,0.0,0.7606382978723405,0.7647058823529411,0.0,0.0,0.0196078431372549,0.0,4,1.0,0.9411764705882353,0.01568627450980392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,0.8163265306122449,0.5129870129870129,0.79906907,0.0,0.0,0.0,0.0196078431372549,0.875507649868458,0.0,1.0,0.0,0.25,0.07791456624937172,0.8936170212765957,5.0,NaN,0.5882352941176471,0.03125,0.6127762085563504,0.0,NaN,0.25,0.2,0.475,1.0,0.0,0.05,0.0,0.0,0.0,0.16666666666666666,0.03125,0.5714285714285714,0.0,0.0,0.020833333333333332,0.025,0.0,0.7438271604938271,0.0,1776546804.5492547,0.0,0.0,0.0130718954248366,,
5,0.0,0.0,0.6968085106382979,0.8431372549019608,0.0,0.0,0.0392156862745098,0.0,5,1.0,0.8627450980392157,0.024132730015082957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,0.8367346938775511,0.4707792207792207,0.79906907,0.0,0.0,0.0,0.0392156862745098,0.8776414821247648,0.0,1.0,0.0,0.5,0.0489424485892344,0.851063829787234,6.0,NaN,0.6274509803921569,0.0625,0.5722249147527769,0.0,NaN,0.5,0.30769230769230765,0.48863636363636365,1.0,0.0,0.1,0.0,0.0,0.0,0.2222222222222222,0.0625,0.47959183673469385,0.0,0.0,0.027777777777777776,0.038461538461538464,0.0,0.7253086419753086,0.0,1776546808.3240628,0.0,0.0,0.017429193899782133,,
6,0.0,0.0,0.6702127659574468,0.7843137254901961,0.0,0.0,0.0196078431372549,0.0,6,1.0,0.9411764705882353,0.012066365007541479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,0.7346938775510204,0.45454545454545453,0.79906907,0.0,0.0,0.0,0.0196078431372549,0.8744817075766477,0.0,1.0,0.0,0.25,0.03526514876060761,0.8297872340425532,7.0,NaN,0.7058823529411765,0.03125,0.5561467012480183,0.0,NaN,0.25,0.15384615384615383,0.47954545454545455,1.0,0.0,0.05,0.0,0.0,0.0,0.1111111111111111,0.03125,0.4387755102040817,0.0,0.0,0.013888888888888888,0.019230769230769232,0.0,0.7376543209876543,0.0,1776546812.098168,0.0,0.0,0.008714596949891067,,
7,0.0,0.0,0.5851063829787234,0.8235294117647058,0.0,0.0,0.0196078431372549,0.0,7,1.0,0.9607843137254902,0.017429193899782133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,0.5918367346938775,0.48051948051948046,0.79906907,0.0,0.0,0.0,0.0196078431372549,0.8746158037683158,0.0,1.0,0.0,0.25,0.028691433092507605,0.9148936170212766,8.0,NaN,0.7058823529411765,0.03125,0.5521579036371336,0.0,NaN,0.25,0.22222222222222224,0.4977272727272727,1.0,0.0,0.05,0.0,0.0,0.0,0.2,0.03125,0.4489795918367347,0.0,0.0,0.025,0.027777777777777776,0.0,0.7484567901234568,0.0,1776546815.8869572,0.0,0.0,0.01568627450980392,,
8,0.0,0.0,0.5638297872340425,0.8235294117647058,0.0,0.0,0.0196078431372549,0.0,8,1.0,0.9607843137254902,0.012066365007541479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,0.5918367346938775,0.5097402597402597,0.79906907,0.0,0.0,0.0,0.0196078431372549,0.8737814274646029,0.0,1.0,0.0,0.25,0.02537334450216104,0.8297872340425532,9.0,NaN,0.7843137254901961,0.03125,0.5681184620850275,0.0,NaN,0.25,0.15384615384615383,0.5068181818181818,1.0,0.0,0.05,0.0,0.0,0.0,0.1111111111111111,0.03125,0.5102040816326531,0.0,0.0,0.013888888888888888,0.019230769230769232,0.0,0.75,0.0,1776546819.5804183,0.0,0.0,0.008714596949891067,,
9,0.0,0.0,0.5638297872340425,0.803921568627451,0.0,0.0,0.0196078431372549,0.0,9,1.0,0.9803921568627451,0.012066365007541479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,0.5714285714285714,0.5194805194805194,0.79906907,0.0,0.0,0.0,0.0196078431372549,0.8736813874485965,0.0,1.0,0.0,0.25,0.027756954883583464,0.8297872340425532,10.0,NaN,0.803921568627451,0.03125,0.5526867068913675,0.0,NaN,0.25,0.15384615384615383,0.5454545454545454,1.0,0.0,0.05,0.0,0.0,0.0,0.1111111111111111,0.03125,0.3877551020408163,0.0,0.0,0.013888888888888888,0.019230769230769232,0.0,0.7469135802469136,0.0,1776546823.3695636,0.0,0.0,0.008714596949891067,,
10,0.0,0.0,0.5319148936170213,0.8627450980392157,0.0,0.0,0.0196078431372549,0.0,10,1.0,0.9803921568627451,0.01568627450980392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,0.5510204081632653,0.5422077922077921,0.79906907,0.0,0.0,0.0,0.0196078431372549,0.8742071296603748,0.0,1.0,0.0,0.25,0.028461474316337936,0.8936170212765957,11.0,NaN,0.7058823529411765,0.03125,0.5448800812681258,0.0,NaN,0.25,0.2,0.5363636363636364,1.0,0.0,0.05,0.0,0.0,0.0,0.16666666666666666,0.03125,0.3469387755102041,0.0,0.0,0.020833333333333332,0.025,0.0,0.7669753086419753,0.0,1776546827.1522808,0.0,0.0,0.0130718954248366,,
