run_id,name,state,architecture,loss_fn,augmentation,pretrained,freeze_bb,lr,batch_size,best_bacc,best_acc,best_f1_macro,best_auc_macro,best_precision,best_recall,params,inference_ms
3n8u1qyk,mobilenet_v3_small_weighted_ce_standard_pretrainedTrue,crashed,,,,,,,,,,,,,,,
nxb829k2,mobilenet_v3_small_weighted_ce_standard_pretrainedTrue,finished,,,,,,,,,,,,,,,
fbmsn0ul,mobilenet_v3_small_weighted_ce_standard_pretrainedTrue,finished,,,,,,,,,,,,,,,
h01w7wu2,mobilenet_v3_small_weighted_ce_standard_pretrainedTrue,finished,,,,,,,,,,,,,,,
vfm3augo,mobilenet_v3_small_weighted_ce_standard_pretrainedTrue,finished,,,,,,,,,,,,,,,
dadfw6bu,mobilenet_v3_small_weighted_ce_standard_pretrainedTrue,finished,,,,,,,,,,,,,,,
xi4nqbw6,astral-sweep-1,crashed,,,,,,,,,,,,,,,
xwforoiq,jolly-sweep-2,crashed,,,,,,,,,,,,,,,
6tiohofc,vital-sweep-3,crashed,,,,,,,,,,,,,,,
7f9ungy6,restful-sweep-1,crashed,,,,,,,,,,,,,,,
1lxbkgak,super-sweep-2,crashed,,,,,,,,,,,,,,,
w360b0b7,pretty-sweep-3,crashed,,,,,,,,,,,,,,,
tl79lle6,olive-sweep-4,crashed,,,,,,,,,,,,,,,
4kcyr6fn,serene-sweep-5,crashed,,,,,,,,,,,,,,,
b1rkcf0q,golden-sweep-6,crashed,,,,,,,,,,,,,,,
nwwk6ubp,clean-sweep-4,crashed,,,,,,,,,,,,,,,
w7jf12jg,dainty-sweep-5,crashed,,,,,,,,,,,,,,,
yp6evt9o,breezy-sweep-1,crashed,,,,,,,,,,,,,,,
ef8z3z4t,tough-sweep-6,crashed,,,,,,,,,,,,,,,
se3w9372,firm-sweep-2,crashed,,,,,,,,,,,,,,,
4yp5j6nb,flowing-sweep-3,finished,,,,,,,,,,,,,,,
5na69opy,twilight-sweep-1,crashed,,,,,,,,,,,,,,,
0yo7sdqb,pleasant-sweep-2,crashed,,,,,,,,,,,,,,,
2hz55f21,worthy-sweep-3,crashed,,,,,,,,,,,,,,,
7fuvzz82,pleasant-sweep-4,crashed,,,,,,,,,,,,,,,
j832gdv7,pleasant-sweep-5,crashed,,,,,,,,,,,,,,,
3ig3snby,swept-sweep-6,crashed,,,,,,,,,,,,,,,
6hk7erdc,super-sweep-1,crashed,,,,,,,,,,,,,,,
y9hm8sgj,dark-sweep-2,crashed,,,,,,,,,,,,,,,
8h9hk0sj,olive-sweep-3,crashed,,,,,,,,,,,,,,,
umdu5q5p,crimson-sweep-4,crashed,,,,,,,,,,,,,,,
3xxbw0so,cool-sweep-5,crashed,,,,,,,,,,,,,,,
dkc8lbp5,tough-sweep-6,crashed,,,,,,,,,,,,,,,
78e8xl7z,efficientnet_bo_weighted_ce_standard_pretrainedTrue,finished,,,,,,,,,,,,,,,
sxfazb7x,efficientnet_bo_weighted_ce_standard_pretrainedTrue,finished,,,,,,,,,,,,,,,
of5l8vrj,mobilenet_v3_small_focal_standard_pretrainedTrue,finished,,,,,,,,,,,,,,,
g0kyvqc6,efficientnet_bo_weighted_ce_standard_pretrainedTrue,crashed,,,,,,,,,,,,,,,
d1cplmnp,mobilenet_v3_small_focal_standard_pretrainedTrue,finished,,,,,,,,,,,,,,,
wjco88mc,mobilenet_v3_small_focal_standard_pretrainedTrue,finished,,,,,,,,,,,,,,,
f9j60234,mobilenet_v3_small_focal_standard_pretrainedTrue,finished,,,,,,,,,,,,,,,
k6ewbovc,mobilenet_v3_small_focal_standard_pretrainedTrue,finished,,,,,,,,,,,,,,,
1bd8vtfo,mobilenet_v3_small_focal_standard_pretrainedTrue,finished,,,,,,,,,,,,,,,
vismvnqy,mobilenet_v3_small_focal_standard_pretrainedTrue,finished,,,,,,,,,,,,,,,
k95bepmp,mobilenetv3_small_focal_standard_pretrainedTrue,crashed,,,,,,,,,,,,,,,
zjoyqsrx,mobilenetv3_small_focal_standard_pretrainedTrue,crashed,,,,,,,,,,,,,,,
pkw36l66,mobilenetv3_small_focal_standard_pretrainedTrue,running,,,,,,,,,,,,,,,
