,val/sensitivity_SCC,val/precision_AK,val/auc_BKL,val/specificity_VASC,val/precision_SCC,val/recall_NV,val/acc,val/recall_DF,_step,val/specificity_NV,val/specificity_DF,val/f1_weighted,val/precision_BCC,val/recall_AK,val/f1_AK,val/sensitivity_MEL,val/sensitivity_NV,val/recall_BCC,val/sensitivity_DF,val/auc_VASC,val/specificity_SCC,val/auc_BCC,_runtime,val/f1_NV,val/recall_VASC,val/recall_SCC,val/recall_weighted,val/specificity_macro,val/sensitivity_AK,val/specificity_BCC,val/sensitivity_VASC,val/sensitivity_BKL,train/loss,val/specificity_BKL,epoch,val/auc_DF,val/specificity_AK,val/sensitivity_macro,val/auc_macro,val/precision_VASC,val/auc_AK,val/recall_BKL,val/f1_BKL,val/auc_MEL,val/specificity_MEL,val/sensitivity_BCC,val/bacc,val/precision_NV,val/precision_DF,val/f1_BCC,val/precision_BKL,val/recall_macro,val/auc_SCC,val/f1_DF,val/f1_MEL,val/precision_macro,val/f1_macro,val/recall_MEL,val/auc_NV,val/f1_SCC,_timestamp,val/f1_VASC,val/precision_MEL,val/precision_weighted,confusion_matrix/final,confusion_matrix/best
0,0.0,0.0,0.6329787234042554,0.7450980392156863,0.0,0.07407407407407407,0.0784313725490196,0.0,0,0.9583333333333334,0.9019607843137255,0.10150829562594268,0.16666666666666666,0.0,0.0,0.0,0.07407407407407407,0.14285714285714285,0.0,NaN,0.9183673469387755,0.45454545454545453,0.289557966,0.13333333333333333,0.0,0.0,0.0784313725490196,0.8753801714109242,0.0,0.8863636363636364,0.0,0.25,0.14354210749913293,0.7659574468085106,1.0,NaN,0.9019607843137255,0.058366402116402115,0.6409370030697286,0.0,NaN,0.25,0.125,0.5568181818181819,0.925,0.14285714285714285,0.09338624338624338,0.6666666666666666,0.0,0.15384615384615383,0.08333333333333333,0.058366402116402115,0.9183673469387755,0.0,0.0,0.11458333333333333,0.051522435897435895,0.0,0.6419753086419753,0.0,1776784236.5658147,0.0,0.0,0.38235294117647056,,
1,0.0,0.0,0.6329787234042553,0.6862745098039216,0.0,0.037037037037037035,0.0784313725490196,0.0,1,1.0,0.9411764705882353,0.09467787114845938,0.125,0.0,0.0,0.09090909090909091,0.037037037037037035,0.14285714285714285,0.0,NaN,0.9183673469387755,0.5454545454545454,0.289557966,0.07142857142857142,0.0,0.0,0.0784313725490196,0.8773576669545962,0.0,0.8409090909090909,0.0,0.25,0.1438655717916285,0.7659574468085106,2.0,NaN,0.9411764705882353,0.06510040885040885,0.6832320625076451,0.0,NaN,0.25,0.125,0.6431818181818182,0.925,0.14285714285714285,0.10416065416065416,1.0,0.0,0.13333333333333333,0.08333333333333333,0.06510040885040885,0.8877551020408164,0.0,0.13333333333333333,0.18229166666666666,0.057886904761904764,0.09090909090909091,0.7067901234567902,0.0,1776784240.456736,0.0,0.25,0.6070261437908496,,
2,0.0,0.0,0.648936170212766,0.7254901960784313,0.0,0.0,0.0784313725490196,0.0,2,1.0,0.8627450980392157,0.08493774583739983,0.16666666666666666,0.0,0.0,0.18181818181818182,0.0,0.14285714285714285,0.0,NaN,0.9183673469387755,0.4805194805194805,0.289557966,0.0,0.0,0.0,0.0784313725490196,0.8782978810479705,0.0,0.8863636363636364,0.0,0.25,0.13772520919043857,0.851063829787234,3.0,NaN,0.8823529411764706,0.07183441558441558,0.594033666622319,0.0,NaN,0.25,0.16666666666666666,0.6431818181818182,0.9,0.14285714285714285,0.11493506493506493,0.0,0.0,0.15384615384615383,0.125,0.07183441558441558,0.5,0.0,0.23529411764705885,0.078125,0.06947586726998492,0.18181818181818182,0.6975308641975309,0.0,1776784244.340728,0.0,0.3333333333333333,0.1045751633986928,,
3,0.0,0.0,0.7287234042553191,0.6274509803921569,0.0,0.0,0.0196078431372549,0.0,3,1.0,0.8627450980392157,0.014260249554367202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,0.8979591836734694,0.5097402597402598,0.289557966,0.0,0.0,0.0,0.0196078431372549,0.8721174422380171,0.0,0.9090909090909091,0.0,0.25,0.13110584017928117,0.8723404255319149,4.0,NaN,0.8823529411764706,0.03125,0.6416345317409147,0.0,NaN,0.25,0.18181818181818182,0.6,0.925,0.0,0.05,0.0,0.0,0.0,0.14285714285714285,0.03125,0.6428571428571428,0.0,0.0,0.017857142857142856,0.022727272727272728,0.0,0.7268518518518517,0.0,1776784248.1527286,0.0,0.0,0.011204481792717087,,
4,0.0,0.0,0.6702127659574468,0.6470588235294118,0.0,0.0,0.0392156862745098,0.0,4,1.0,0.8627450980392157,0.028520499108734405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,0.8775510204081632,0.47077922077922074,0.289557966,0.0,0.0,0.0,0.0392156862745098,0.8757409249966911,0.0,0.9318181818181818,0.0,0.5,0.12167970585421874,0.8936170212765957,5.0,NaN,0.8431372549019608,0.0625,0.6437233750151684,0.0,NaN,0.5,0.36363636363636365,0.5659090909090909,0.95,0.0,0.1,0.0,0.0,0.0,0.2857142857142857,0.0625,0.826530612244898,0.0,0.0,0.03571428571428571,0.045454545454545456,0.0,0.6851851851851851,0.0,1776784251.9411998,0.0,0.0,0.022408963585434174,,
5,0.0,0.0,0.6648936170212767,0.6470588235294118,0.0,0.0,0.0196078431372549,0.0,5,1.0,0.8823529411764706,0.014260249554367202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,0.8367346938775511,0.47727272727272724,0.289557966,0.0,0.0,0.0,0.0196078431372549,0.8731653614056842,0.0,0.9090909090909091,0.0,0.25,0.12231032876297832,0.8723404255319149,6.0,NaN,0.8627450980392157,0.03125,0.6457348561603882,0.0,NaN,0.25,0.18181818181818182,0.65,0.975,0.0,0.05,0.0,0.0,0.0,0.14285714285714285,0.03125,0.7142857142857143,0.0,0.0,0.017857142857142856,0.022727272727272728,0.0,0.7222222222222222,0.0,1776784255.7397847,0.0,0.0,0.011204481792717087,,
6,0.0,0.0,0.5212765957446809,0.6078431372549019,0.0,0.0,0.0,0.0,6,1.0,0.9215686274509803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,0.8571428571428571,0.47727272727272724,0.289557966,0.0,0.0,0.0,0.0,0.8714129438042142,0.0,0.9318181818181818,0.0,0.0,0.11448389975031695,0.8936170212765957,7.0,NaN,0.7843137254901961,0.0,0.5846504266869008,0.0,NaN,0.0,0.0,0.6272727272727273,0.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6122448979591837,0.0,0.0,0.0,0.0,0.0,0.6851851851851852,0.0,1776784259.5506272,0.0,0.0,0.0,,
7,0.0,0.0,0.5212765957446808,0.6862745098039216,0.0,0.037037037037037035,0.0196078431372549,0.0,7,1.0,0.8627450980392157,0.037815126050420166,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,NaN,0.8163265306122449,0.48051948051948046,0.289557966,0.07142857142857142,0.0,0.0,0.0196078431372549,0.8751722400759143,0.0,0.9318181818181818,0.0,0.0,0.11305729569329952,0.9787234042553191,8.0,NaN,0.7254901960784313,0.004629629629629629,0.6007847861545936,0.0,NaN,0.0,0.0,0.5772727272727273,1.0,0.0,0.007407407407407407,1.0,0.0,0.0,0.0,0.004629629629629629,0.7551020408163265,0.0,0.0,0.125,0.008928571428571428,0.0,0.6697530864197532,0.0,1776784263.2757552,0.0,0.0,0.5294117647058824,,
8,0.0,0.0,0.6170212765957448,0.6470588235294118,0.0,0.0,0.0196078431372549,0.0,8,1.0,0.9411764705882353,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,0.8571428571428571,0.4707792207792208,0.289557966,0.0,0.0,0.0,0.0196078431372549,0.8746710410469798,0.0,0.9545454545454546,0.0,0.25,0.11183959618658544,0.9361702127659575,9.0,NaN,0.6862745098039216,0.03125,0.6007087057188374,0.0,NaN,0.25,0.25,0.6204545454545454,0.975,0.0,0.05,0.0,0.0,0.0,0.25,0.03125,0.6224489795918366,0.0,0.0,0.03125,0.03125,0.0,0.6728395061728395,0.0,1776784267.0794623,0.0,0.0,0.0196078431372549,,
9,0.5,0.0,0.5957446808510638,0.6274509803921569,0.07692307692307693,0.0,0.0196078431372549,0.0,9,1.0,0.9411764705882353,0.00522875816993464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,0.7551020408163265,0.43506493506493504,0.289557966,0.0,0.0,0.5,0.0196078431372549,0.874379435042876,0.0,0.9545454545454546,0.0,0.0,0.09954790644741689,0.9574468085106383,10.0,NaN,0.7843137254901961,0.0625,0.5966825489419207,0.0,NaN,0.0,0.0,0.5840909090909091,0.975,0.0,0.1,0.0,0.0,0.0,0.0,0.0625,0.6632653061224489,0.0,0.0,0.009615384615384616,0.016666666666666666,0.0,0.7052469135802468,0.13333333333333336,1776784270.8878326,0.0,0.0,0.0030165912518853697,,
